ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Clinton,3/2/2016 12:00:00 AM,$0.79,$0.97,$0.79,$0.95,2170
Sanders,3/2/2016 12:00:00 AM,$0.15,$0.18,$0.03,$0.06,3502
Clinton,3/3/2016 12:00:00 AM,$0.95,$0.98,$0.95,$0.96,1821
Sanders,3/3/2016 12:00:00 AM,$0.06,$0.06,$0.03,$0.05,2057
Clinton,3/4/2016 12:00:00 AM,$0.96,$0.96,$0.93,$0.94,3806
Sanders,3/4/2016 12:00:00 AM,$0.05,$0.08,$0.04,$0.05,3790
Clinton,3/5/2016 12:00:00 AM,$0.94,$0.96,$0.86,$0.86,2569
Sanders,3/5/2016 12:00:00 AM,$0.05,$0.14,$0.04,$0.11,3363
Clinton,3/6/2016 12:00:00 AM,$0.86,$0.95,$0.86,$0.95,2756
Sanders,3/6/2016 12:00:00 AM,$0.11,$0.11,$0.06,$0.07,2844
Clinton,3/7/2016 12:00:00 AM,$0.95,$0.95,$0.93,$0.95,581
Sanders,3/7/2016 12:00:00 AM,$0.07,$0.09,$0.05,$0.07,7163
Clinton,3/8/2016 12:00:00 AM,$0.95,$0.96,$0.90,$0.90,3758
Sanders,3/8/2016 12:00:00 AM,$0.07,$0.15,$0.05,$0.11,2173
Clinton,3/9/2016 12:00:00 AM,$0.90,$0.93,$0.81,$0.89,19700
Sanders,3/9/2016 12:00:00 AM,$0.11,$0.18,$0.09,$0.13,22121
Clinton,3/10/2016 12:00:00 AM,$0.89,$0.92,$0.88,$0.91,9837
Sanders,3/10/2016 12:00:00 AM,$0.13,$0.14,$0.09,$0.10,14374
Clinton,3/11/2016 12:00:00 AM,$0.91,$0.92,$0.90,$0.91,10756
Sanders,3/11/2016 12:00:00 AM,$0.10,$0.12,$0.08,$0.10,10818
Clinton,3/12/2016 12:00:00 AM,$0.91,$0.92,$0.01,$0.85,21598
Sanders,3/12/2016 12:00:00 AM,$0.10,$0.28,$0.08,$0.16,27847
Clinton,3/13/2016 12:00:00 AM,$0.85,$0.89,$0.84,$0.87,19195
Sanders,3/13/2016 12:00:00 AM,$0.16,$0.17,$0.10,$0.15,20054
Clinton,3/14/2016 12:00:00 AM,$0.87,$0.92,$0.83,$0.88,26806
Sanders,3/14/2016 12:00:00 AM,$0.15,$0.18,$0.09,$0.14,24683
Clinton,3/15/2016 12:00:00 AM,$0.88,$0.99,$0.87,$0.99,70586
Sanders,3/15/2016 12:00:00 AM,$0.14,$0.14,$0.01,$0.01,81094
Clinton,3/16/2016 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,4346
Sanders,3/16/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3719
