year,state,name,date,contest_date,market_close,poll_estimate,poll_trend_adjusted,date_dropped,vote_percent,winner
2016,Virginia,Hillary Clinton,2015-12-27,2016-03-01,0.9,0.5972472,0.5984,NA,0.643,1
2016,Virginia,Bernie Sanders,2015-12-27,2016-03-01,0.12,0.18046479999999998,0.2499,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2015-12-28,2016-03-01,0.9,0.5972379,0.5989,NA,0.643,1
2016,Virginia,Bernie Sanders,2015-12-28,2016-03-01,0.12,0.18046389999999998,0.2494,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2015-12-29,2016-03-01,0.9,0.5972189999999999,0.5963,NA,0.643,1
2016,Virginia,Bernie Sanders,2015-12-29,2016-03-01,0.12,0.1804711,0.2526,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2015-12-30,2016-03-01,0.9,0.5972216,0.5991,NA,0.643,1
2016,Virginia,Bernie Sanders,2015-12-30,2016-03-01,0.12,0.1804676,0.2514,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2015-12-31,2016-03-01,0.9,0.5972153,0.5991,NA,0.643,1
2016,Virginia,Bernie Sanders,2015-12-31,2016-03-01,0.12,0.18046769999999998,0.2515,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-01,2016-03-01,0.9,0.5972143,0.5995,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-01,2016-03-01,0.08,0.1804676,0.2514,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-02,2016-03-01,0.89,0.5972143,0.5995,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-02,2016-03-01,0.08,0.1804676,0.2514,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-03,2016-03-01,0.88,0.5972284,0.6015,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-03,2016-03-01,0.14,0.1804666,0.25,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-04,2016-03-01,0.88,0.5972347,0.5968,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-04,2016-03-01,0.14,0.1805175,0.2594,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-05,2016-03-01,0.84,0.5972337000000001,0.6001,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-05,2016-03-01,0.17,0.1805102,0.2571,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-06,2016-03-01,0.84,0.5972297,0.6015,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-06,2016-03-01,0.1,0.1805084,0.2572,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-07,2016-03-01,0.91,0.5971186,0.5991,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-07,2016-03-01,0.29,0.1805049,0.2652,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-08,2016-03-01,0.91,0.5969155,0.5935,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-08,2016-03-01,0.11,0.1807453,0.274,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-09,2016-03-01,0.91,0.5966774,0.5826,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-09,2016-03-01,0.11,0.1809254,0.2811,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-10,2016-03-01,0.89,0.5966779,0.581,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-10,2016-03-01,0.27,0.1809184,0.2845,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-11,2016-03-01,0.89,0.5968622,0.5814,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-11,2016-03-01,0.17,0.1811568,0.2789,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-12,2016-03-01,0.83,0.5968465,0.5848,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-12,2016-03-01,0.2,0.1811649,0.2787,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-13,2016-03-01,0.65,0.5969358,0.5866,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-13,2016-03-01,0.22,0.1811273,0.2784,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-14,2016-03-01,0.78,0.596925,0.5906,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-14,2016-03-01,0.42,0.1811349,0.2783,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-15,2016-03-01,0.77,0.5969249,0.5914,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-15,2016-03-01,0.27,0.1811244,0.2783,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-16,2016-03-01,0.78,0.5969328,0.591,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-16,2016-03-01,0.26,0.18111080000000002,0.2799,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-17,2016-03-01,0.78,0.5963765,0.592,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-17,2016-03-01,0.26,0.1814347,0.2795,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-18,2016-03-01,0.64,0.5963612,0.5908,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-18,2016-03-01,0.32,0.1814719,0.2762,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-19,2016-03-01,0.77,0.5964747,0.5864,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-19,2016-03-01,0.29,0.1814939,0.2868,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-20,2016-03-01,0.71,0.596517,0.5824,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-20,2016-03-01,0.29,0.18141580000000002,0.2929,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-21,2016-03-01,0.75,0.5963574,0.5782,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-21,2016-03-01,0.25,0.181571,0.2826,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-22,2016-03-01,0.75,0.596305,0.5739,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-22,2016-03-01,0.29,0.1815994,0.2875,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-23,2016-03-01,0.77,0.5963114,0.5737,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-23,2016-03-01,0.31,0.1816213,0.2889,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-24,2016-03-01,0.77,0.5964248,0.573,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-24,2016-03-01,0.27,0.18178429999999998,0.2903,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-25,2016-03-01,0.77,0.5963971,0.5657,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-25,2016-03-01,0.25,0.1818517,0.2904,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-26,2016-03-01,0.77,0.5965554000000001,0.5634,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-26,2016-03-01,0.25,0.181875,0.2933,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-27,2016-03-01,0.79,0.5965026,0.5634,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-27,2016-03-01,0.2,0.1817879,0.2931,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-28,2016-03-01,0.75,0.5966678000000001,0.5622,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-28,2016-03-01,0.2,0.1819629,0.2955,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-29,2016-03-01,0.75,0.5966676,0.5607,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-29,2016-03-01,0.2,0.18195730000000002,0.2971,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-30,2016-03-01,0.79,0.5966676,0.5608,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-30,2016-03-01,0.32,0.1819355,0.2971,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-01-31,2016-03-01,0.85,0.5966373,0.5605,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-01-31,2016-03-01,0.2,0.18194559999999999,0.3019,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-02-01,2016-03-01,0.84,0.5965632000000001,0.5593,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-02-01,2016-03-01,0.2,0.1820059,0.3023,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-02-02,2016-03-01,0.82,0.5956478,0.6001,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-02-02,2016-03-01,0.14,0.1807467,0.28,NA,0.35200000000000004,0
2016,Virginia,Hillary Clinton,2016-02-03,2016-03-01,0.86,0.595666,0.561,NA,0.643,1
2016,Virginia,Bernie Sanders,2016-02-03,2016-03-01,0.14,0.18074179999999998,0.2924,NA,0.35200000000000004,0
